,crawl_date,domain,url,mime_type_web_server,mime_type_tika,language,content
637958,20210604,facsniagara.on.ca,https://www.facsniagara.on.ca/covid-19-updates/,text/html,text/html,en,"COVID-19 Updates – Family and Children's Services Niagara Skip to content FacebookTwitterLinkedIn HOME CAREERS ACCOUNTABILITY CONTACT LOGIN EN FR CHILD PROTECTION CHILDREN’S RIGHTS PROGRAMS Child Care West Niagara Resource Consultants New Outlooks and Beginnings COUNSELLING FOSTER ADOPT VOLUNTEER FUNDRAISING EQUITY & DIVERSITY COVID-19 Updates March 2021 Service Update A Message for our Community, April 15, 2020 (PDF | Word) FACS Niagara and Covid-19 Frequently Asked Questions, April 15, 2020 (PDF | Word) FACS Niagara Message Regarding COVID-19 The health and well-being of our community, staff, caregivers and partners are our primary concern. With the current outbreak of COVID-19, we continue to follow recommendations from public health officials, which includes physical infection prevention through social distancing practices. In order to reduce person-to-person contact, we have temporarily suspended on-site operations in our two branch offices in Welland and Niagara Falls until further notice. Our St. Catharines site will remain operational, however, to reduce the spread of the COVID-19 virus, a number of recommendations have been implemented. Where feasible, we will be limiting access to the St. Catharines office to essential persons, as well as asking those who attend the office a series of screening questions and asking them to sanitize their hands. We would ask that anyone who plans to attend the St. Catharines office to please call ahead. Many of our staff will be working remotely during this time and will be accessible via phone or e-mail regarding child protection services. We have also undertaken several initiatives to ensure continuing safety of all persons, including, but not limited to social distancing practices for any on-site work. Events and conferences and non-essential meetings planned during this time period have also been postponed. We want to assure the community, and our children and families that we are continuing to provide protection services to the Niagara community. These services can be accessed by contacting us at 905 937 7731; 24 hours a day, 7 days a week. We appreciate your patience and understanding and will keep you informed of any changes that may impact our services as we move forward. Thank you. IMPORTANT NOTICE Children’s Aid Societies and Indigenous Child and Family Well-Being Agencies in Ontario ARE continuing their child protection services. We are NOT closed. Although agencies across the province have modified their business practices to respond to health and safety concerns, their core protection services continue. If any member of the public or professional have a concern about the safety and/or well-being of a child or youth under 18, they should immediately contact their local Children’s Aid Societies or Indigenous Child and Family Well-Being Agency. A list of local contact information for these agencies are available here: http://www.oacas.org/childrens-aid-child-protection/locate-a-childrens-aid-society/ FACS NIAGARA ABOUT US CONTACT CAREERS ACCESSIBILITY ACCOUNTABILITY SOCIAL MEDIA DISCLAIMER TERMS & CONDITIONS SITEMAP Tweets by FACSNiagara © Copyright Family and Children's Services Niagara FacebookTwitterLinkedIn Have your say! We want to make sure our website meets your needs. Please take 2 – 3 minutes for a quick survey and let us know how we can serve you better. We sincerely appreciate your time. CLICK HERE TO TAKE THE SURVEY ×"
637959,20210604,facsniagara.on.ca,https://www.facsniagara.on.ca/covid-19-updates/,text/html,text/html,en,"COVID-19 Updates – Family and Children's Services Niagara Skip to content FacebookTwitterLinkedIn HOME CAREERS ACCOUNTABILITY CONTACT LOGIN EN FR CHILD PROTECTION CHILDREN’S RIGHTS PROGRAMS Child Care West Niagara Resource Consultants New Outlooks and Beginnings COUNSELLING FOSTER ADOPT VOLUNTEER FUNDRAISING EQUITY & DIVERSITY COVID-19 Updates March 2021 Service Update A Message for our Community, April 15, 2020 (PDF | Word) FACS Niagara and Covid-19 Frequently Asked Questions, April 15, 2020 (PDF | Word) FACS Niagara Message Regarding COVID-19 The health and well-being of our community, staff, caregivers and partners are our primary concern. With the current outbreak of COVID-19, we continue to follow recommendations from public health officials, which includes physical infection prevention through social distancing practices. In order to reduce person-to-person contact, we have temporarily suspended on-site operations in our two branch offices in Welland and Niagara Falls until further notice. Our St. Catharines site will remain operational, however, to reduce the spread of the COVID-19 virus, a number of recommendations have been implemented. Where feasible, we will be limiting access to the St. Catharines office to essential persons, as well as asking those who attend the office a series of screening questions and asking them to sanitize their hands. We would ask that anyone who plans to attend the St. Catharines office to please call ahead. Many of our staff will be working remotely during this time and will be accessible via phone or e-mail regarding child protection services. We have also undertaken several initiatives to ensure continuing safety of all persons, including, but not limited to social distancing practices for any on-site work. Events and conferences and non-essential meetings planned during this time period have also been postponed. We want to assure the community, and our children and families that we are continuing to provide protection services to the Niagara community. These services can be accessed by contacting us at 905 937 7731; 24 hours a day, 7 days a week. We appreciate your patience and understanding and will keep you informed of any changes that may impact our services as we move forward. Thank you. IMPORTANT NOTICE Children’s Aid Societies and Indigenous Child and Family Well-Being Agencies in Ontario ARE continuing their child protection services. We are NOT closed. Although agencies across the province have modified their business practices to respond to health and safety concerns, their core protection services continue. If any member of the public or professional have a concern about the safety and/or well-being of a child or youth under 18, they should immediately contact their local Children’s Aid Societies or Indigenous Child and Family Well-Being Agency. A list of local contact information for these agencies are available here: http://www.oacas.org/childrens-aid-child-protection/locate-a-childrens-aid-society/ FACS NIAGARA ABOUT US CONTACT CAREERS ACCESSIBILITY ACCOUNTABILITY SOCIAL MEDIA DISCLAIMER TERMS & CONDITIONS SITEMAP Tweets by FACSNiagara © Copyright Family and Children's Services Niagara FacebookTwitterLinkedIn Have your say! We want to make sure our website meets your needs. Please take 2 – 3 minutes for a quick survey and let us know how we can serve you better. We sincerely appreciate your time. CLICK HERE TO TAKE THE SURVEY ×"
637964,20210604,facsniagara.on.ca,https://www.facsniagara.on.ca/wp-content/plugins/popup-maker/,text/html,,,
637965,20210604,facsniagara.on.ca,https://www.facsniagara.on.ca/en/,text/html,text/html,en,"Family and Children's Services Niagara – Family and Children’s Services is among Niagara’s largest child and family serving organizations. Skip to content FacebookTwitterLinkedIn HOME CAREERS ACCOUNTABILITY CONTACT LOGIN EN FR CHILD PROTECTION CHILDREN’S RIGHTS PROGRAMS Child Care West Niagara Resource Consultants New Outlooks and Beginnings COUNSELLING FOSTER ADOPT VOLUNTEER FUNDRAISING EQUITY & DIVERSITY FAMILY AND CHILDREN’S SERVICES NIAGARA COVID-19 UPDATE Family and Children’s Services and the Family Counselling Centre continue to provide services during the COVID-19 pandemic. We can be reached at (905) 937-7731. See all updates Updated on March 15, 2021 March 2021 Service Update A Message for our Community (PDF | Word) FACS Niagara and Covid-19 FAQ (PDF | Word) Notice of Proposed Class Action Settlement Please see the below short form notices regarding the proposed settlement in the class action lawsuit against the province of Ontario on behalf of the Crown Wards English Français Updated on February 17th, 2021 VOLUNTEER Are you looking to enhance your resume, or just looking for an opportunity to give back to the community? Volunteer with Family & Children’s Services Niagara! Volunteer Now! FOSTER Do you feel that you have something to give? Are you looking to embrace a new challenge? Do you love working with children and youth? Consider fostering. LEARN MORE… DONATE Niagara Foundation for Family & Children’s Services supports FACS’ work by funding enrichments and enhancements for children. DONATE TODAY! ABOUT US Welcome to Family and Children’s Services Niagara. Proud to be a part of the Niagara community since 1898, Family and Children’s Services is among Niagara’s largest child and family serving organizations. As a multi-service organization, we offer a wide range of programs that protect children, strengthen families and help youth and adults to be the best they can be. OUR MISSION To protect, support and strengthen the lives of children, youth, adults and families. OUR VISION A community where children, youth, adults and families achieve their full potential in a safe environment. OUR VALUES We are Caring We are Respectful We are Collaborative We act with Integrity We are Accountable FACS 21st Anniversary Charity Gala November 15th, 2019 PERFORMANCE INDICATOR RESULTS FOR FACS NIAGARA Family and Children’s Services Niagara is committed to the care and safety of Niagara’s children, youth and families; and to continuous quality improvement. Safety. Well Being. Permanence. LEARN MORE HOW WE CAN HELP Seeking counselling services or parent resources? Please visit our Family Counselling Centre or child care centres to find out what resources are available to you and your children. Many of our services are free of charge or based on income. Concerned about a child or family in your community? Please call us if you feel that a child may be at risk for abuse or neglect. You can call FACS 24 hours a day, 7 days a week. Your call can be anonymous and you need only to share your concerns. 96% of the children we serve remain safely in the care of their parents. Our rate of admission to foster care is less than 4%. Want to get involved? FACS Niagara welcomes the participation of the community in our mission. Be a foster parent. Adopt. Volunteer. Serve on our Board of Directors with FACS or our charitable Foundation. Make a donation, participate in an event or fundraise on our behalf. Safe Kids. Strong Families. Youth and Adults at their Best. VIEW OUR SERVICES BROCHURE 2019-20 Annual Report Executive Director and President’s Message With heartfelt thanks and continued commitment As the 2019-2020 year drew to a close and we began to reflect on the past year, we were just beginning to comprehend the implications of the developing COVID-19 pandemic. As our Niagara community began to experience the impact of the health crisis, we moved quickly to adapt, in order to continue to serve our community safely and effectively. Read more… Click Here to view the 2019-20 Annual Report Cliquez ici pour consulter le rapport annuel 2019-2020 News Statement on the discovery of the remains of 215 Indigenous children in Kamloops Statement on the discovery of the remains of 215 Indigenous children in Kamloops Statement on the discovery of the remains of 215 Indigenous children in Kamloops At FACS Niagara, we join with Canadians across the country [...] Read More FACS Niagara Celebrates Children and Youth in Care Day FACS Niagara Celebrates Children and Youth in Care Day FACS Niagara Celebrates Children and Youth in Care Day Media Release: May 14, 2021 - Today, Family and Children’s Services Niagara is celebrating the strength and resiliency of young people in care. Read More A Look Back with FACS and YourTV A Look Back with FACS and YourTV A Look Back with FACS and YourTV One year into the COVID pandemic, YourTV takes a look back at how 2020 impacted the work of FACS Niagara with Director of Residential Services Michelle Bernard. Read More 12Next Load More Posts FACS NIAGARA ABOUT US CONTACT CAREERS ACCESSIBILITY ACCOUNTABILITY SOCIAL MEDIA DISCLAIMER TERMS & CONDITIONS SITEMAP Tweets by FACSNiagara © Copyright Family and Children's Services Niagara FacebookTwitterLinkedIn Have your say! We want to make sure our website meets your needs. Please take 2 – 3 minutes for a quick survey and let us know how we can serve you better. We sincerely appreciate your time. CLICK HERE TO TAKE THE SURVEY ×"
648553,20210611,facsniagara.on.ca,https://www.facsniagara.on.ca/covid-19-updates/,text/html,text/html,en,"COVID-19 Updates – Family and Children's Services Niagara Skip to content FacebookTwitterLinkedIn HOME CAREERS ACCOUNTABILITY CONTACT LOGIN EN FR CHILD PROTECTION CHILDREN’S RIGHTS PROGRAMS Child Care West Niagara Resource Consultants New Outlooks and Beginnings COUNSELLING FOSTER ADOPT VOLUNTEER FUNDRAISING EQUITY & DIVERSITY COVID-19 Updates March 2021 Service Update A Message for our Community, April 15, 2020 (PDF | Word) FACS Niagara and Covid-19 Frequently Asked Questions, April 15, 2020 (PDF | Word) FACS Niagara Message Regarding COVID-19 The health and well-being of our community, staff, caregivers and partners are our primary concern. With the current outbreak of COVID-19, we continue to follow recommendations from public health officials, which includes physical infection prevention through social distancing practices. In order to reduce person-to-person contact, we have temporarily suspended on-site operations in our two branch offices in Welland and Niagara Falls until further notice. Our St. Catharines site will remain operational, however, to reduce the spread of the COVID-19 virus, a number of recommendations have been implemented. Where feasible, we will be limiting access to the St. Catharines office to essential persons, as well as asking those who attend the office a series of screening questions and asking them to sanitize their hands. We would ask that anyone who plans to attend the St. Catharines office to please call ahead. Many of our staff will be working remotely during this time and will be accessible via phone or e-mail regarding child protection services. We have also undertaken several initiatives to ensure continuing safety of all persons, including, but not limited to social distancing practices for any on-site work. Events and conferences and non-essential meetings planned during this time period have also been postponed. We want to assure the community, and our children and families that we are continuing to provide protection services to the Niagara community. These services can be accessed by contacting us at 905 937 7731; 24 hours a day, 7 days a week. We appreciate your patience and understanding and will keep you informed of any changes that may impact our services as we move forward. Thank you. IMPORTANT NOTICE Children’s Aid Societies and Indigenous Child and Family Well-Being Agencies in Ontario ARE continuing their child protection services. We are NOT closed. Although agencies across the province have modified their business practices to respond to health and safety concerns, their core protection services continue. If any member of the public or professional have a concern about the safety and/or well-being of a child or youth under 18, they should immediately contact their local Children’s Aid Societies or Indigenous Child and Family Well-Being Agency. A list of local contact information for these agencies are available here: http://www.oacas.org/childrens-aid-child-protection/locate-a-childrens-aid-society/ FACS NIAGARA ABOUT US CONTACT CAREERS ACCESSIBILITY ACCOUNTABILITY SOCIAL MEDIA DISCLAIMER TERMS & CONDITIONS SITEMAP Tweets by FACSNiagara © Copyright Family and Children's Services Niagara FacebookTwitterLinkedIn Have your say! We want to make sure our website meets your needs. Please take 2 – 3 minutes for a quick survey and let us know how we can serve you better. We sincerely appreciate your time. CLICK HERE TO TAKE THE SURVEY ×"
648554,20210611,facsniagara.on.ca,https://www.facsniagara.on.ca/covid-19-updates/,text/html,text/html,en,"COVID-19 Updates – Family and Children's Services Niagara Skip to content FacebookTwitterLinkedIn HOME CAREERS ACCOUNTABILITY CONTACT LOGIN EN FR CHILD PROTECTION CHILDREN’S RIGHTS PROGRAMS Child Care West Niagara Resource Consultants New Outlooks and Beginnings COUNSELLING FOSTER ADOPT VOLUNTEER FUNDRAISING EQUITY & DIVERSITY COVID-19 Updates March 2021 Service Update A Message for our Community, April 15, 2020 (PDF | Word) FACS Niagara and Covid-19 Frequently Asked Questions, April 15, 2020 (PDF | Word) FACS Niagara Message Regarding COVID-19 The health and well-being of our community, staff, caregivers and partners are our primary concern. With the current outbreak of COVID-19, we continue to follow recommendations from public health officials, which includes physical infection prevention through social distancing practices. In order to reduce person-to-person contact, we have temporarily suspended on-site operations in our two branch offices in Welland and Niagara Falls until further notice. Our St. Catharines site will remain operational, however, to reduce the spread of the COVID-19 virus, a number of recommendations have been implemented. Where feasible, we will be limiting access to the St. Catharines office to essential persons, as well as asking those who attend the office a series of screening questions and asking them to sanitize their hands. We would ask that anyone who plans to attend the St. Catharines office to please call ahead. Many of our staff will be working remotely during this time and will be accessible via phone or e-mail regarding child protection services. We have also undertaken several initiatives to ensure continuing safety of all persons, including, but not limited to social distancing practices for any on-site work. Events and conferences and non-essential meetings planned during this time period have also been postponed. We want to assure the community, and our children and families that we are continuing to provide protection services to the Niagara community. These services can be accessed by contacting us at 905 937 7731; 24 hours a day, 7 days a week. We appreciate your patience and understanding and will keep you informed of any changes that may impact our services as we move forward. Thank you. IMPORTANT NOTICE Children’s Aid Societies and Indigenous Child and Family Well-Being Agencies in Ontario ARE continuing their child protection services. We are NOT closed. Although agencies across the province have modified their business practices to respond to health and safety concerns, their core protection services continue. If any member of the public or professional have a concern about the safety and/or well-being of a child or youth under 18, they should immediately contact their local Children’s Aid Societies or Indigenous Child and Family Well-Being Agency. A list of local contact information for these agencies are available here: http://www.oacas.org/childrens-aid-child-protection/locate-a-childrens-aid-society/ FACS NIAGARA ABOUT US CONTACT CAREERS ACCESSIBILITY ACCOUNTABILITY SOCIAL MEDIA DISCLAIMER TERMS & CONDITIONS SITEMAP Tweets by FACSNiagara © Copyright Family and Children's Services Niagara FacebookTwitterLinkedIn Have your say! We want to make sure our website meets your needs. Please take 2 – 3 minutes for a quick survey and let us know how we can serve you better. We sincerely appreciate your time. CLICK HERE TO TAKE THE SURVEY ×"
648559,20210611,facsniagara.on.ca,https://www.facsniagara.on.ca/wp-content/plugins/popup-maker/,text/html,,,
648560,20210611,facsniagara.on.ca,https://www.facsniagara.on.ca/en/,text/html,text/html,en,"Family and Children's Services Niagara – Family and Children’s Services is among Niagara’s largest child and family serving organizations. Skip to content FacebookTwitterLinkedIn HOME CAREERS ACCOUNTABILITY CONTACT LOGIN EN FR CHILD PROTECTION CHILDREN’S RIGHTS PROGRAMS Child Care West Niagara Resource Consultants New Outlooks and Beginnings COUNSELLING FOSTER ADOPT VOLUNTEER FUNDRAISING EQUITY & DIVERSITY FAMILY AND CHILDREN’S SERVICES NIAGARA COVID-19 UPDATE Family and Children’s Services and the Family Counselling Centre continue to provide services during the COVID-19 pandemic. We can be reached at (905) 937-7731. See all updates Updated on March 15, 2021 March 2021 Service Update A Message for our Community (PDF | Word) FACS Niagara and Covid-19 FAQ (PDF | Word) Notice of Proposed Class Action Settlement Please see the below short form notices regarding the proposed settlement in the class action lawsuit against the province of Ontario on behalf of the Crown Wards English Français Updated on February 17th, 2021 VOLUNTEER Are you looking to enhance your resume, or just looking for an opportunity to give back to the community? Volunteer with Family & Children’s Services Niagara! Volunteer Now! FOSTER Do you feel that you have something to give? Are you looking to embrace a new challenge? Do you love working with children and youth? Consider fostering. LEARN MORE… DONATE Niagara Foundation for Family & Children’s Services supports FACS’ work by funding enrichments and enhancements for children. DONATE TODAY! ABOUT US Welcome to Family and Children’s Services Niagara. Proud to be a part of the Niagara community since 1898, Family and Children’s Services is among Niagara’s largest child and family serving organizations. As a multi-service organization, we offer a wide range of programs that protect children, strengthen families and help youth and adults to be the best they can be. OUR MISSION To protect, support and strengthen the lives of children, youth, adults and families. OUR VISION A community where children, youth, adults and families achieve their full potential in a safe environment. OUR VALUES We are Caring We are Respectful We are Collaborative We act with Integrity We are Accountable FACS 21st Anniversary Charity Gala November 15th, 2019 PERFORMANCE INDICATOR RESULTS FOR FACS NIAGARA Family and Children’s Services Niagara is committed to the care and safety of Niagara’s children, youth and families; and to continuous quality improvement. Safety. Well Being. Permanence. LEARN MORE HOW WE CAN HELP Seeking counselling services or parent resources? Please visit our Family Counselling Centre or child care centres to find out what resources are available to you and your children. Many of our services are free of charge or based on income. Concerned about a child or family in your community? Please call us if you feel that a child may be at risk for abuse or neglect. You can call FACS 24 hours a day, 7 days a week. Your call can be anonymous and you need only to share your concerns. 96% of the children we serve remain safely in the care of their parents. Our rate of admission to foster care is less than 4%. Want to get involved? FACS Niagara welcomes the participation of the community in our mission. Be a foster parent. Adopt. Volunteer. Serve on our Board of Directors with FACS or our charitable Foundation. Make a donation, participate in an event or fundraise on our behalf. Safe Kids. Strong Families. Youth and Adults at their Best. VIEW OUR SERVICES BROCHURE 2019-20 Annual Report Executive Director and President’s Message With heartfelt thanks and continued commitment As the 2019-2020 year drew to a close and we began to reflect on the past year, we were just beginning to comprehend the implications of the developing COVID-19 pandemic. As our Niagara community began to experience the impact of the health crisis, we moved quickly to adapt, in order to continue to serve our community safely and effectively. Read more… Click Here to view the 2019-20 Annual Report Cliquez ici pour consulter le rapport annuel 2019-2020 News FACS Niagara Annual General Meeting FACS Niagara Annual General Meeting FACS Niagara Annual General Meeting On Wednesday, June 16, at 5 p.m., FACS Niagara will hold its 123rd Annual General Meeting. Respecting COVID safety protocols, the meeting will be held virtually using the Zoom platform. Read More Statement on the discovery of the remains of 215 Indigenous children in Kamloops Statement on the discovery of the remains of 215 Indigenous children in Kamloops Statement on the discovery of the remains of 215 Indigenous children in Kamloops At FACS Niagara, we join with Canadians across the country [...] Read More FACS Niagara Celebrates Children and Youth in Care Day FACS Niagara Celebrates Children and Youth in Care Day FACS Niagara Celebrates Children and Youth in Care Day Media Release: May 14, 2021 - Today, Family and Children’s Services Niagara is celebrating the strength and resiliency of young people in care. Read More 12Next Load More Posts FACS NIAGARA ABOUT US CONTACT CAREERS ACCESSIBILITY ACCOUNTABILITY SOCIAL MEDIA DISCLAIMER TERMS & CONDITIONS SITEMAP Tweets by FACSNiagara © Copyright Family and Children's Services Niagara FacebookTwitterLinkedIn Have your say! We want to make sure our website meets your needs. Please take 2 – 3 minutes for a quick survey and let us know how we can serve you better. We sincerely appreciate your time. CLICK HERE TO TAKE THE SURVEY ×"
658317,20210618,facsniagara.on.ca,https://www.facsniagara.on.ca/covid-19-updates/,text/html,text/html,en,"COVID-19 Updates – Family and Children's Services Niagara Skip to content FacebookTwitterLinkedIn HOME CAREERS ACCOUNTABILITY CONTACT LOGIN EN FR CHILD PROTECTION CHILDREN’S RIGHTS PROGRAMS Child Care West Niagara Resource Consultants New Outlooks and Beginnings COUNSELLING FOSTER ADOPT VOLUNTEER FUNDRAISING EQUITY & DIVERSITY COVID-19 Updates March 2021 Service Update A Message for our Community, April 15, 2020 (PDF | Word) FACS Niagara and Covid-19 Frequently Asked Questions, April 15, 2020 (PDF | Word) FACS Niagara Message Regarding COVID-19 The health and well-being of our community, staff, caregivers and partners are our primary concern. With the current outbreak of COVID-19, we continue to follow recommendations from public health officials, which includes physical infection prevention through social distancing practices. In order to reduce person-to-person contact, we have temporarily suspended on-site operations in our two branch offices in Welland and Niagara Falls until further notice. Our St. Catharines site will remain operational, however, to reduce the spread of the COVID-19 virus, a number of recommendations have been implemented. Where feasible, we will be limiting access to the St. Catharines office to essential persons, as well as asking those who attend the office a series of screening questions and asking them to sanitize their hands. We would ask that anyone who plans to attend the St. Catharines office to please call ahead. Many of our staff will be working remotely during this time and will be accessible via phone or e-mail regarding child protection services. We have also undertaken several initiatives to ensure continuing safety of all persons, including, but not limited to social distancing practices for any on-site work. Events and conferences and non-essential meetings planned during this time period have also been postponed. We want to assure the community, and our children and families that we are continuing to provide protection services to the Niagara community. These services can be accessed by contacting us at 905 937 7731; 24 hours a day, 7 days a week. We appreciate your patience and understanding and will keep you informed of any changes that may impact our services as we move forward. Thank you. IMPORTANT NOTICE Children’s Aid Societies and Indigenous Child and Family Well-Being Agencies in Ontario ARE continuing their child protection services. We are NOT closed. Although agencies across the province have modified their business practices to respond to health and safety concerns, their core protection services continue. If any member of the public or professional have a concern about the safety and/or well-being of a child or youth under 18, they should immediately contact their local Children’s Aid Societies or Indigenous Child and Family Well-Being Agency. A list of local contact information for these agencies are available here: http://www.oacas.org/childrens-aid-child-protection/locate-a-childrens-aid-society/ FACS NIAGARA ABOUT US CONTACT CAREERS ACCESSIBILITY ACCOUNTABILITY SOCIAL MEDIA DISCLAIMER TERMS & CONDITIONS SITEMAP Tweets by FACSNiagara © Copyright Family and Children's Services Niagara FacebookTwitterLinkedIn Have your say! We want to make sure our website meets your needs. Please take 2 – 3 minutes for a quick survey and let us know how we can serve you better. We sincerely appreciate your time. CLICK HERE TO TAKE THE SURVEY ×"
658320,20210618,facsniagara.on.ca,https://www.facsniagara.on.ca/covid-19-updates/,text/html,text/html,en,"COVID-19 Updates – Family and Children's Services Niagara Skip to content FacebookTwitterLinkedIn HOME CAREERS ACCOUNTABILITY CONTACT LOGIN EN FR CHILD PROTECTION CHILDREN’S RIGHTS PROGRAMS Child Care West Niagara Resource Consultants New Outlooks and Beginnings COUNSELLING FOSTER ADOPT VOLUNTEER FUNDRAISING EQUITY & DIVERSITY COVID-19 Updates March 2021 Service Update A Message for our Community, April 15, 2020 (PDF | Word) FACS Niagara and Covid-19 Frequently Asked Questions, April 15, 2020 (PDF | Word) FACS Niagara Message Regarding COVID-19 The health and well-being of our community, staff, caregivers and partners are our primary concern. With the current outbreak of COVID-19, we continue to follow recommendations from public health officials, which includes physical infection prevention through social distancing practices. In order to reduce person-to-person contact, we have temporarily suspended on-site operations in our two branch offices in Welland and Niagara Falls until further notice. Our St. Catharines site will remain operational, however, to reduce the spread of the COVID-19 virus, a number of recommendations have been implemented. Where feasible, we will be limiting access to the St. Catharines office to essential persons, as well as asking those who attend the office a series of screening questions and asking them to sanitize their hands. We would ask that anyone who plans to attend the St. Catharines office to please call ahead. Many of our staff will be working remotely during this time and will be accessible via phone or e-mail regarding child protection services. We have also undertaken several initiatives to ensure continuing safety of all persons, including, but not limited to social distancing practices for any on-site work. Events and conferences and non-essential meetings planned during this time period have also been postponed. We want to assure the community, and our children and families that we are continuing to provide protection services to the Niagara community. These services can be accessed by contacting us at 905 937 7731; 24 hours a day, 7 days a week. We appreciate your patience and understanding and will keep you informed of any changes that may impact our services as we move forward. Thank you. IMPORTANT NOTICE Children’s Aid Societies and Indigenous Child and Family Well-Being Agencies in Ontario ARE continuing their child protection services. We are NOT closed. Although agencies across the province have modified their business practices to respond to health and safety concerns, their core protection services continue. If any member of the public or professional have a concern about the safety and/or well-being of a child or youth under 18, they should immediately contact their local Children’s Aid Societies or Indigenous Child and Family Well-Being Agency. A list of local contact information for these agencies are available here: http://www.oacas.org/childrens-aid-child-protection/locate-a-childrens-aid-society/ FACS NIAGARA ABOUT US CONTACT CAREERS ACCESSIBILITY ACCOUNTABILITY SOCIAL MEDIA DISCLAIMER TERMS & CONDITIONS SITEMAP Tweets by FACSNiagara © Copyright Family and Children's Services Niagara FacebookTwitterLinkedIn Have your say! We want to make sure our website meets your needs. Please take 2 – 3 minutes for a quick survey and let us know how we can serve you better. We sincerely appreciate your time. CLICK HERE TO TAKE THE SURVEY ×"
658323,20210618,facsniagara.on.ca,https://www.facsniagara.on.ca/wp-content/plugins/popup-maker/,text/html,,,
