,crawl_date,domain,url,mime_type_web_server,mime_type_tika,language,content
30643,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP,text/html,text/plain,eu,"{""eMeterError"":true}"
31014,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2jkcmlopnj47s3b7nhopdidi5lh&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/06/covid-19-school-cases-declared-at-saint-michael-catholic-high-school-valley-way.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31036,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2jo0sohes54dk0ces62u1wl0rla&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/07/itinerant-teachers-could-be-vehicle-covid-19-hitches-a-ride-on-hirji.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31053,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2jq79iw8wyv8it598uz8aevnmlrb&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/08/if-thanksgiving-weekend-becomes-a-significant-source-of-new-infections-niagara-could-face-another-shutdown.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31067,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2jryw3w08hivioqhdd628xjv0gtn&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/09/seven-days-in-a-basement-waiting-for-a-covid-19-test.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31080,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2ju1exbt9c28f99kbfv2fb9qt5ph&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/10/positive-covid-19-case-reported-at-holy-cross-school-in-st-catharines.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31089,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2jvp43t80i5ay4pglx1z5erm6&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/11/niagara-police-officer-tests-positive-for-covid-19.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31100,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2jxh3tweryz1oqz3dd5344jqp1xg&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/11/niagara-college-reports-covid-19-case-at-notl-campus.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31114,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2jz91849yxvna7r0fh6y0hboib44&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/12/brock-college-nrp-and-catholic-board-report-new-covid-19-cases.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31146,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2k2p5tn0y7gz01ewwuqdt2ftwn&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/13/niagara-falls-tourism-ads-encourage-visitors-to-explore-destination-as-covid-19s-second-wave-rages-on.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31165,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2k4qr5libkuy6v2sqm7j79vlnyqs&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/13/regional-councillor-identity-stolen-used-to-support-anti-lockdown-petition-she-rejects.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31190,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2knday0dneyqoot266msnbrt3six&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/13/rigbys-push-for-monthly-mask-report-fails.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31203,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2kou8n0p6o1ys8z6fj3ykn31kec7g&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/council/2020/10/13/masks-now-required-in-st-catharines-apartment-building-common-areas.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31218,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2kqbb61ic951z11p9xm4rhjebk2i&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/council/2020/10/14/fort-eries-economic-services-move-complicated-by-covid-19.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31241,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2kvmss9t9y9gnqcer33m5la7pf7&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/sports/niagara-region/2020/10/15/a-season-without-spectators-wraps-up-at-fort-erie-race-track.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31280,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2kxmymin6wuvfrmoqgo0bgrr12g&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/business/2020/10/15/port-colborne-ending-farmers-market-for-2020-at-end-of-the-month.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31295,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2ky1f0ewxl537a0jrom2egd5fn5d&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/15/have-covid-19-symptoms-stay-home-and-get-tested-says-hirji.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31311,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2kzeoyghiv742ww06sn7pdk29ds&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/council/2020/10/15/niagara-building-boom-continues-despite-pandemic.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31337,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2kyvypoigx87apehmzpjcwc1hd8&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/16/project-share-bracing-for-increase-in-registrations-for-christmas-program-due-to-covid-19.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31354,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2kyyuwbsl5h1tnyhbogou9yzo9ef&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/business/2020/10/16/some-niagara-restaurants-adopting-locals-only-policy-for-indoor-dining.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31369,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2kzjo7r374pe3b3ehn42xv8oubi&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/business/2020/10/16/south-niagara-restaurants-plan-for-winter--but-brace-for-shutdown.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31384,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2kz1syg7blkmcfuivd13btiry1um&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/16/niagara-making-fragile-progress-in-controlling-covid-19-wave-says-hirji.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31399,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2kzjsfbaxkn3e50hv1uu4bx85p7l&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/opinion/editorials/2020/10/16/plight-of-niagaras-homeless-worsened-by-the-pandemic.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31412,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l14p4ikf32lnky6rqb4vvq7i8l&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/17/walk-a-mile-in-her-shoes-smashes-fund-raising-goal-despite-covid-19.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31441,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l1w9mwi37zgy1obq6lmu2wf1fs5&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/business/2020/10/17/new-niagara-company-providing-giveaway-contests-prizes-and-gifts-this-holiday-season.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31456,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l1cgttxvzu2902bjfm164i84ddn&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/18/niagara-covid-19-infection-rate-down-deaths-up-in-second-pandemic-wave.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31470,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l3nxjrb260e4xr38p9d3z99130s&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/18/regional-mask-debate-returns-to-council-thursday-with-focus-on-apartments.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31498,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l3e4feocq62bkyzd3awljvo30nb&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/19/no-food-pickup-this-year-welland-food-drive-seeks-to-raise-100000-for-local-food-banks.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31515,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l2sjmg97ljvihesvru7pqkc4w4e&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/19/two-more-niagara-public-schools-confirm-covid-19-cases.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31526,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l3mhtyica4rdwud7pia2d3ggi5m&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/19/niagara-businesses-want-border-open-but-only-if-it-can-be-done-safely.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31547,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l42bqhmc8ezq160shc67qbwyrtp&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/19/increase-in-covid-19-cases-west-of-niagara-concern-for-public-health.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31570,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l4jspcpm5x0uu3n764a86duhcnu&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/opinion/editorials/2020/10/20/extension-of-covid-19-mask-bylaw-requires-no-debate.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
