,crawl_date,domain,url,mime_type_web_server,mime_type_tika,language,content
192354,20200823,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/14079,text/html,text/html,en,"ORA Recreation Bulletin September - October 1955 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. ORA Recreation Bulletin September - October 1955 View/Open 6_11ORASept_Oct.pdf (6.821Mb) Date 1955 Author Ontario Recreation Association Metadata Show full item record Abstract Issue No. 8 of the ORA (Ontario Recreation Association) for September - October 1955. This is the first issue that Estelle Cuffe Hawley is editor. She would continue to be editor for six years. In this issue the highlights are ""ORA News, What Zones are doing, Hallowe'en suggestions, Programme features"". URI http://hdl.handle.net/10464/14079 Collections Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
192356,20200823,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/14061,text/html,text/html,en,"100th Birthday Certificate from Prime Minister Jean Chretien Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. 100th Birthday Certificate from Prime Minister Jean Chretien View/Open 2_21Hundredth_Cert_Prime_Min.jpg (1006.Kb) Date 1994 Author Government of Canada Metadata Show full item record Abstract A congratulatory certificate from Prime Minister Jean Chretien to Estelle Cuffe Hawley for her one hundredth birthday. URI http://hdl.handle.net/10464/14061 Collections Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
192357,20200823,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/14054,text/html,text/html,en,"""Read the Record"" of Ald. Estelle Cuffe, Candidate for Mayor Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. ""Read the Record"" of Ald. Estelle Cuffe, Candidate for Mayor View/Open 1_9Mayoral_Read_the_Record1.jpg (214.1Kb) 1_9Mayoral_Read_the_Record2.jpg (542.5Kb) 1_9Mayoral_Read_the_Record3.jpg (260.8Kb) Date 1944 Metadata Show full item record Abstract A small pamphlet distributed by Estelle Cuffe as candidate for Mayor. Within the pamphlet is a list of ""some matters to which I have given leadership and active support over the last ten years."" Also included is a short three item list of ""important re-solutions introduced by me."" URI http://hdl.handle.net/10464/14054 Collections Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
192358,20200823,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/14063,text/html,text/html,en,"Photograph - Estelle Cuffe Hawley, Convocation Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Estelle Cuffe Hawley, Convocation View/Open 3_6ConvocationPhoto1976.jpg (750.7Kb) Date 1976 Metadata Show full item record Abstract A photograph of Estelle Cuffe Hawley during convocation as she receives her honourary law degree. URI http://hdl.handle.net/10464/14063 Collections Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
192360,20200823,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/14059,text/html,text/html,en,"Letter - Ted Cuffe to Estelle Cuffe Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Letter - Ted Cuffe to Estelle Cuffe View/Open 1_23YMCAletter_TedCuffe1.jpg (1.303Mb) 1_23YMCAletter_TedCuffe2.jpg (1.244Mb) Date 1914 Author Cuffe, Ted Metadata Show full item record Abstract A letter from Ted Cuffe to his sister Estelle Cuffe on ""YMCA with His Majesty's Canadian Forces on Active Service"" letterhead. In the letter he writes, ""Just a line to let you know I have been accepted for immediate Overseas Service."" He also mentions that he has received packages from family while away training. He mentions that he is currently in a musketry course. URI http://hdl.handle.net/10464/14059 Collections Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
192362,20200823,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/14046,text/html,text/html,en,"Peterborough Collegiate Institute Commencement Exercises Friday, March 1st, 1912 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Peterborough Collegiate Institute Commencement Exercises Friday, March 1st, 1912 View/Open Peterborough_Colleg_Commenc.pdf (1.594Mb) Date 1912-03-01 Author Peterborough Collegiate Institute Metadata Show full item record Abstract A programme of the commencement exercises for Peterborough Collegiate Institute in the year 1912. Within the programme, Estelle Cuffe is listed as an ""honours normal entrace"" candidate. On the reverse she is also listed under ""complete matriculation standing"". URI http://hdl.handle.net/10464/14046 Collections Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
192364,20200823,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/14076,text/html,text/html,en,"Photograph - Estelle Cuffe Hawley Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Estelle Cuffe Hawley View/Open 6_29Estelle_Young.jpg (232.9Kb) Date n.d. Author Roy Photography Metadata Show full item record Abstract A photograph of Estelle Cuffe Hawley as a young woman. A portrait style photograph by ""Roy Peterboro, Canada"". URI http://hdl.handle.net/10464/14076 Collections Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
192365,20200823,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13933,text/html,text/html,en,"Photograph - William John Drope, 1921 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - William John Drope, 1921 View/Open 2_15Photo_William_Dropep1.jpg (837.0Kb) 2_15Photo_William_Dropep2.jpg (865.0Kb) Date 1921 Metadata Show full item record Abstract A photograph of William John Drope in robe. The reverse of the photo reads ""Principal Drope at the end of June 1921 (as seen in the Lake Lodge Record - midsummer 1921). URI http://hdl.handle.net/10464/13933 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
192373,20200823,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/14084,text/html,text/html,en,"Photograph - Harriet Araminta Drope Cuffe Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item Repository Home Archives & Special Collections Archival Resources Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Harriet Araminta Drope Cuffe View/Open 6_29HarrietCuffe.jpg (143.6Kb) Date 1888-01-25 Metadata Show full item record Abstract A wedding day photograph of Harriet Araminta Drope Cuffe. The reverse of the photograph reads ""Harriet Araminta Drope Cuffe married Jan. 25, 1888. This was made from Ann's original Xmas 1972. Hope you love it as I do. Willa"". Harriet's father was William John Drope and mother was Jane Coyle. URI http://hdl.handle.net/10464/14084 Collections Estelle Cuffe Hawley fonds 1852-1999, n.d. RG 503 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195033,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/14022,text/html,text/html,en,"Niagara Rainbow, Vol 4 No 3, June 1897 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Niagara Rainbow Periodical SPCL PER FC 3140.1 N5 N5 /V.4,1897-V.13,1906/ View Item Repository Home Archives & Special Collections Archival Resources Niagara Rainbow Periodical SPCL PER FC 3140.1 N5 N5 /V.4,1897-V.13,1906/ View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Niagara Rainbow, Vol 4 No 3, June 1897 View/Open Vol4_No3_June1897.pdf (31.20Mb) Date 1897-06 Author Loretto Academy (Niagara Falls, Ont.) Loretto High School (Niagara Falls, Ont.) Metadata Show full item record Abstract The Niagara Rainbow for June 1897. Included in this edition: Conversation, The Loom of Life, The Vulgarity of Super-Refinement, Lines, The Undersong of home, Thoughts of Our Girls, Responses to the Roll Call at an Open Meeting of the S.C.L., To Winifred Nightingale, Chapter IX (Care of Temporalities. Silver Jubilee in Religious Life.), Chapter X (Zeal for the Community's Spiritual Welfare. Approbation of the Institute of Mary by the Holy See. 1877.), Early Developed Power to Command, Wordsworth and Nature, Easter-Tide Musical and Literacy Entertainment, To the Queen of Heaven, Maximilian and Carlotta, ""Were ye Bidden to The Feast?"", Program. Musical and Literary Entertainment, ""The Blind hero of Gettysburg"", Claremont House, Eccentricities of Authors, ""The Spirit of Joy More Precious Than Gold"", ""Dode's Kodak"", Chats with the Old Girls, Nature's Teaching, Spray, Our Visitors, Advertisements. URI http://hdl.handle.net/10464/14022 Collections Niagara Rainbow Periodical SPCL PER FC 3140.1 N5 N5 /V.4,1897-V.13,1906/ Related items Showing items related by title, author, creator and subject. In the matter of the Niagara Falls park arbitration on the Sutherland Macklem case : evidence and arguement ﻿ Goul, Jen (2007) Black softcover booklet, 33.5cm x 20cm, good condition, inscribed on cover ""In the Matter of the Niagara Falls Park Arbitration on the Sutherland Macklem Case Evidnce and Argument"" Wesley Park Advocate, Niagara Falls, 1885 ﻿ Williams, Edie (2010-03) 1 clipping in 8 pieces Margherita Howe fonds, 1972, 1977-1995, n.d. ﻿ Williams, Edie (2010-01) 30 cm textual records 1 photograph: b & w 3 diaries Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195035,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13127,text/html,text/html,en,"Photograph - The Royal Colonial Tour:  The Duke and Duchess of Cornwall at Niagara Falls, 1901 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Niagara Falls/Niagara Power collection RG 86 View Item Repository Home Archives & Special Collections Archival Resources Niagara Falls/Niagara Power collection RG 86 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - The Royal Colonial Tour: The Duke and Duchess of Cornwall at Niagara Falls, 1901 View/Open 1_2Duke_Cornwall_1901.jpg (739.6Kb) Date 1901-10-13 Author Miller, C.A. Metadata Show full item record Abstract A photograph captioned ""The Royal Colonial Tour: The Duke and Duchess of Cornwall at Niagara Falls, October 13."" The photograph shows a large group of fifteen individuals standing in front of the rapids of Niagara Falls. URI http://hdl.handle.net/10464/13127 Collections Niagara Falls/Niagara Power collection RG 86 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195152,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/14023,text/html,text/html,en,"Niagara Rainbow, Vol 4 No 4, October 1897 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Niagara Rainbow Periodical SPCL PER FC 3140.1 N5 N5 /V.4,1897-V.13,1906/ View Item Repository Home Archives & Special Collections Archival Resources Niagara Rainbow Periodical SPCL PER FC 3140.1 N5 N5 /V.4,1897-V.13,1906/ View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Niagara Rainbow, Vol 4 No 4, October 1897 View/Open Vol4_No4_October1897.pdf (29.13Mb) Date 1897-10 Author Loretto Academy (Niagara Falls, Ont.) Loretto High School (Niagara Falls, Ont.) Metadata Show full item record Abstract The Niagara Rainbow for October 1897. Included in this edition: The Visit of his Excellency, Mgr. Merry Del Val, Brahms, Rilma, Jean Ingelow, Morning on the Hills, H.M.D.G., A Crusader's Soliloquy, Special Correspondence, Nameless, The Genius of Language, The Deep Sea Globe, Originality, To Alanna, Niagara at Midnight, In and Out of Chicago, Miramare, Within the Shadow of the Eternal hills, Spray, Our Visitors, Advertisements. URI http://hdl.handle.net/10464/14023 Collections Niagara Rainbow Periodical SPCL PER FC 3140.1 N5 N5 /V.4,1897-V.13,1906/ Related items Showing items related by title, author, creator and subject. In the matter of the Niagara Falls park arbitration on the Sutherland Macklem case : evidence and arguement ﻿ Goul, Jen (2007) Black softcover booklet, 33.5cm x 20cm, good condition, inscribed on cover ""In the Matter of the Niagara Falls Park Arbitration on the Sutherland Macklem Case Evidnce and Argument"" Wesley Park Advocate, Niagara Falls, 1885 ﻿ Williams, Edie (2010-03) 1 clipping in 8 pieces Margherita Howe fonds, 1972, 1977-1995, n.d. ﻿ Williams, Edie (2010-01) 30 cm textual records 1 photograph: b & w 3 diaries Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195155,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/14044,text/html,text/html,en,"Niagara Rainbow, Vol 13 No 3, July 1906 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Niagara Rainbow Periodical SPCL PER FC 3140.1 N5 N5 /V.4,1897-V.13,1906/ View Item Repository Home Archives & Special Collections Archival Resources Niagara Rainbow Periodical SPCL PER FC 3140.1 N5 N5 /V.4,1897-V.13,1906/ View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Niagara Rainbow, Vol 13 No 3, July 1906 View/Open Vol13_no3_July1906.pdf (57.66Mb) Date 1906-07 Author Loretto Academy (Niagara Falls, Ont.) Loretto High School (Niagara Falls, Ont.) Metadata Show full item record Abstract The Niagara Rainbow for July 1906. Included in this edition: Visit of his Royal Highness Prince Arthur Frederick Patrick Albert of Connaught April 22nd, Alfonso XIII. of Spain, To her Most Catholic Majesty Queen Victoria Eugenia, God's help, A Chapter from Spanish Literature Referring to the Latter End of the Sixteenth and the First half of the Seventeenth Century, Colegio de Loreto Castilleja de la Cuesta Sevilla Spain, Niagara's Voice, Island Reveries, Is Conversation a Lost Art?, Glimpses of Whittier-Land, Niagara Rainbow, Maria Edgeworth and her Biographer hon. Emily Lawless, The Royal Wedding in Spain 1906, Musical Recital by Miss Elizabeth Topping Pianist and Analytical Remarks by Miss Amy Graham Mus. Bac. Buffalo, From the Life of School into the School of Life, Moods, May Memories, Royal Bride's Departure-Touching Farewell Scenes-""God-Speed"" from the king, Vale, The Classics, The Vocation of Aurora Leigh, Expression, Musical Evenings, Morning, A Private Peep at Our Beloved Queen Alexandra, Closing Exercises, Successful Competitors at the Closing Exercises, Letter-Box, School Chronicle, Personals, Advertisements. URI http://hdl.handle.net/10464/14044 Collections Niagara Rainbow Periodical SPCL PER FC 3140.1 N5 N5 /V.4,1897-V.13,1906/ Related items Showing items related by title, author, creator and subject. In the matter of the Niagara Falls park arbitration on the Sutherland Macklem case : evidence and arguement ﻿ Goul, Jen (2007) Black softcover booklet, 33.5cm x 20cm, good condition, inscribed on cover ""In the Matter of the Niagara Falls Park Arbitration on the Sutherland Macklem Case Evidnce and Argument"" Wesley Park Advocate, Niagara Falls, 1885 ﻿ Williams, Edie (2010-03) 1 clipping in 8 pieces Margherita Howe fonds, 1972, 1977-1995, n.d. ﻿ Williams, Edie (2010-01) 30 cm textual records 1 photograph: b & w 3 diaries Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195537,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/10449,text/html,text/html,en,Selection of Meeting Notes from Book 7 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Woman's Christian Temperance Union RG 51 View Item Repository Home Archives & Special Collections Archival Resources Woman's Christian Temperance Union RG 51 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Selection of Meeting Notes from Book 7 View/Open Book7.pdf (59.36Mb) Date 1925-1932 Metadata Show full item record Abstract A selection of meeting notes and newspaper clippings from Book 7 of the Woman's Christian Temperance Union of the County of Lincoln. URI http://hdl.handle.net/10464/10449 Collections Woman's Christian Temperance Union RG 51 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback
195540,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/10410,text/html,text/html,en,Selection of Meeting Notes from Book 1 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Woman's Christian Temperance Union RG 51 View Item Repository Home Archives & Special Collections Archival Resources Woman's Christian Temperance Union RG 51 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Selection of Meeting Notes from Book 1 View/Open Book1.pdf (80.71Mb) Date 1913-1965 Metadata Show full item record Abstract A selection of meeting notes and newspaper clippings from Book 1 of the Woman's Christian Temperance Union of the County of Lincoln. URI http://hdl.handle.net/10464/10410 Collections Woman's Christian Temperance Union RG 51 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback
